Category,Navajo
Total_doses_administered,101501
Total_people_one_dose,49696
Total_people_complete,40754
total_pouluation,49696
Male-65 years and older,7396
Male-55-64 years,3598
Male-45-54 years,2740
Male-20-44 years,5879
Male-Less than 20 years,4472
Female-65 years and older,8320
Female-55-64 years,4128
Female-45-54 years,2740
Female-20-44 years,5780
Female-Less than 20 years,4606
"Black or African American, non-Hispanic",204
"Asian or Pacific Islander, non-Hispanic",368
Unknown,2373
Hispanic or Latino,2532
Other Race,6348
"White, non-Hispanic",16147
"American Indian or Alaska Native, non-Hispanic",21724
