Category,value
Cases,883821
Deaths,17700
Yuma,"37,255"
Yavapai,"19,352"
Santa Cruz,"8,051"
Pinal,"53,175"
Pima,"116,850"
Navajo,"16,459"
Mohave,"23,159"
Maricopa,"552,494"
La Paz,"2,479"
Greenlee,577
Graham,"5,633"
Gila,"6,952"
Coconino,"17,875"
Cochise,"12,092"
Apache,"11,418"
<20y,144956
20-44y,388517
45-54y,128575
55-64y,105255
65+,115468
%null%,1050
Male,425772
Female,454330
Unknown,149958
"Other, non-Hispanic",50204
Asian/Pacific Islander,13197
"Black, non-Hispanic",28779
Native American,43093
Hispanic or Latino,263256
"White, non-Hispanic",335334
