Category,Gila
Total_doses_administered,45198
Total_people_one_dose,25160
Total_people_complete,21923
Total_doses_ordered,35670
total_pouluation,55159
Male-65 years and older,5442
Male-55-64 years,2349
Male-45-54 years,1395
Male-20-44 years,2583
Male-Less than 20 years,256
Female-65 years and older,5810
Female-55-64 years,2699
Female-45-54 years,1528
Female-20-44 years,2731
Female-Less than 20 years,308
"Black or African American, non-Hispanic",0.0026232114467409
"Asian or Pacific Islander, non-Hispanic",0.0069554848966614
Hispanic or Latino,0.0407790143084261
Other Race,0.1319952305246423
"American Indian or Alaska Native, non-Hispanic",0.1816772655007949
Unknown,0.3128775834658188
"White, non-Hispanic",0.3230922098569157
