Category,Cochise
Total_doses_administered,90926
Total_people_one_dose,52722
Total_people_complete,42529
Total_doses_ordered,84430
total_pouluation,130808
Male-65 years and older,9839
Male-55-64 years,4488
Male-45-54 years,2951
Male-20-44 years,6589
Male-Less than 20 years,545
Female-65 years and older,11663
Female-55-64 years,5543
Female-45-54 years,3576
Female-20-44 years,6811
Female-Less than 20 years,634
"American Indian or Alaska Native, non-Hispanic",0.0034900041728311
"Black or African American, non-Hispanic",0.0157239861917226
"Asian or Pacific Islander, non-Hispanic",0.0193657296764159
Other Race,0.1509047456469785
Unknown,0.1687341147907894
Hispanic or Latino,0.1939228405599181
"White, non-Hispanic",0.4478585789613444
