Category,Arizona
Total_doses_administered,9402030
Total_people_complete,454408
total_pouluation,7189020
Total_people_one_dose,4583620
Male-65 years and older,561114
Male-55-64 years,326365
Male-45-54 years,294622
Male-20-44 years,730251
Male-Less than 20 years,253695
Female-65 years and older,683453
Female-55-64 years,371716
Female-45-54 years,317805
Female-20-44 years,763792
Female-Less than 20 years,260953
"Black or African American, non-Hispanic",137902
"Asian or Pacific Islander, non-Hispanic",174290
"American Indian or Alaska Native, non-Hispanic",195181
Unknown,418912
Other Race,660148
Hispanic or Latino,846611
"White, non-Hispanic",2150576
