Category,Pinal
Total_doses_administered,504333
Total_people_one_dose,248980
Total_people_complete,218661
total_pouluation,248980
Male-65 years and older,36529
Male-55-64 years,18221
Male-45-54 years,16699
Male-20-44 years,38080
Male-Less than 20 years,12111
Female-65 years and older,42094
Female-55-64 years,20552
Female-45-54 years,16973
Female-20-44 years,34998
Female-Less than 20 years,11974
"Asian or Pacific Islander, non-Hispanic",5077
"Black or African American, non-Hispanic",9064
"American Indian or Alaska Native, non-Hispanic",9611
Unknown,29470
Other Race,30849
Hispanic or Latino,40127
"White, non-Hispanic",124782
