Category,Apache
Total_doses_administered,58874
Total_people_one_dose,28818
Total_people_complete,22483
total_pouluation,28818
Male-65 years and older,2766
Male-55-64 years,2011
Male-45-54 years,1611
Male-20-44 years,3802
Male-Less than 20 years,3888
Female-65 years and older,3323
Female-55-64 years,2159
Female-45-54 years,1580
Female-20-44 years,3710
Female-Less than 20 years,3960
"Black or African American, non-Hispanic",59
"Asian or Pacific Islander, non-Hispanic",130
Hispanic or Latino,565
Unknown,1104
Other Race,1124
"White, non-Hispanic",3618
"American Indian or Alaska Native, non-Hispanic",22218
