Category,Maricopa
Total_doses_administered,5452452
Total_people_one_dose,2618544
Total_people_complete,2292208
total_pouluation,2618544
Male-65 years and older,283684
Male-55-64 years,187329
Male-45-54 years,181725
Male-20-44 years,434105
Male-Less than 20 years,143034
Female-65 years and older,354721
Female-55-64 years,210923
Female-45-54 years,197168
Female-20-44 years,465195
Female-Less than 20 years,146209
"American Indian or Alaska Native, non-Hispanic",51044
"Black or African American, non-Hispanic",100905
"Asian or Pacific Islander, non-Hispanic",132090
Unknown,175368
Other Race,424873
Hispanic or Latino,437311
"White, non-Hispanic",1296953
