Category,Graham
Total_doses_administered,42804
Total_people_one_dose,20888
Total_people_complete,18419
total_pouluation,20888
Male-65 years and older,2389
Male-55-64 years,1576
Male-45-54 years,1435
Male-20-44 years,3550
Male-Less than 20 years,1110
Female-65 years and older,2898
Female-55-64 years,1716
Female-45-54 years,1418
Female-20-44 years,3580
Female-Less than 20 years,1204
"Asian or Pacific Islander, non-Hispanic",84
"Black or African American, non-Hispanic",92
Other Race,1297
Hispanic or Latino,3744
Unknown,4072
"American Indian or Alaska Native, non-Hispanic",5185
"White, non-Hispanic",6414
