Category,Cochise
Total_doses_administered,158962
Total_people_one_dose,79743
Total_people_complete,66403
total_pouluation,79743
Male-65 years and older,11142
Male-55-64 years,5444
Male-45-54 years,4273
Male-20-44 years,11460
Male-Less than 20 years,5233
Female-65 years and older,13058
Female-55-64 years,6480
Female-45-54 years,4800
Female-20-44 years,12155
Female-Less than 20 years,5597
"American Indian or Alaska Native, non-Hispanic",354
"Asian or Pacific Islander, non-Hispanic",1455
"Black or African American, non-Hispanic",1547
Unknown,9396
Other Race,11787
Hispanic or Latino,22406
"White, non-Hispanic",32798
