Category,La Paz
Total_doses_administered,17494
Total_people_one_dose,8806
Total_people_complete,7468
total_pouluation,8806
Male-65 years and older,2376
Male-55-64 years,606
Male-45-54 years,323
Male-20-44 years,661
Male-Less than 20 years,359
Female-65 years and older,2415
Female-55-64 years,726
Female-45-54 years,369
Female-20-44 years,592
Female-Less than 20 years,361
"Black or African American, non-Hispanic",39
"Asian or Pacific Islander, non-Hispanic",89
"American Indian or Alaska Native, non-Hispanic",514
Other Race,1156
Hispanic or Latino,1314
Unknown,1819
"White, non-Hispanic",3875
