Category,value
Hospitalizations,88764
Day,
Day_pct,
Apache,1203
Cochise,1085
Coconino,1818
Gila,977
Graham,469
Greenlee,79
La Paz,340
Maricopa,55427
Mohave,3046
Navajo,2302
Pima,9845
Pinal,5859
Santa Cruz,664
Yavapai,2995
Yuma,2655
0_5,
Less than 20 years,3311
20-44 years,18859
45-54 years,12593
55-64 years,16377
65 years and older,37572
Male,46581
Female,42131
Missing,
"White, non-Hispanic",43583
Hispanic or Latino,27257
"American Indian or Alaska Native, non-Hispanic",6147
"Black or African American, non-Hispanic",4385
"Asian or Pacific Islander, non-Hispanic",1433
Other Race,3816
