Category,Apache
Total_doses_administered,22631
Total_people_one_dose,12672
Total_people_complete,10990
Total_doses_ordered,16600
total_pouluation,71808
Male-65 years and older,1687
Male-55-64 years,886
Male-45-54 years,571
Male-20-44 years,1045
Male-Less than 20 years,2024
Female-65 years and older,1724
Female-55-64 years,1004
Female-45-54 years,620
Female-20-44 years,977
Female-Less than 20 years,2125
"Asian or Pacific Islander, non-Hispanic",0.0115214646464646
"Black or African American, non-Hispanic",0.0173611111111111
Unknown,0.0734690656565657
Other Race,0.0738636363636364
Hispanic or Latino,0.1148200757575758
"White, non-Hispanic",0.2303503787878788
"American Indian or Alaska Native, non-Hispanic",0.4786142676767678
