Category,Cochise
Total_doses_administered,146350
Total_people_one_dose,75987
Total_people_complete,65004
total_pouluation,75987
Male-65 years and older,10816
Male-55-64 years,5259
Male-45-54 years,4111
Male-20-44 years,11086
Male-Less than 20 years,4490
Female-65 years and older,12779
Female-55-64 years,6305
Female-45-54 years,4623
Female-20-44 years,11649
Female-Less than 20 years,4770
"American Indian or Alaska Native, non-Hispanic",336
"Asian or Pacific Islander, non-Hispanic",1399
"Black or African American, non-Hispanic",1496
Unknown,8847
Other Race,11485
Hispanic or Latino,20399
"White, non-Hispanic",32025
