Category,Santa Cruz
Total_doses_administered,97255
Total_people_one_dose,50937
Total_people_complete,43233
total_pouluation,50937
Male-65 years and older,4508
Male-55-64 years,3130
Male-45-54 years,3268
Male-20-44 years,8741
Male-Less than 20 years,4820
Female-65 years and older,5426
Female-55-64 years,3389
Female-45-54 years,3531
Female-20-44 years,8883
Female-Less than 20 years,5164
"Black or African American, non-Hispanic",51
"American Indian or Alaska Native, non-Hispanic",53
"Asian or Pacific Islander, non-Hispanic",183
Unknown,2988
Other Race,3379
"White, non-Hispanic",7203
Hispanic or Latino,37080
