Category,Mohave
Total_doses_administered,169211
Total_people_one_dose,86796
Total_people_complete,74488
total_pouluation,86796
Male-65 years and older,20091
Male-55-64 years,7957
Male-45-54 years,4135
Male-20-44 years,7194
Male-Less than 20 years,1621
Female-65 years and older,22444
Female-55-64 years,9333
Female-45-54 years,4685
Female-20-44 years,7324
Female-Less than 20 years,1838
"Black or African American, non-Hispanic",580
"American Indian or Alaska Native, non-Hispanic",687
"Asian or Pacific Islander, non-Hispanic",1286
Hispanic or Latino,6755
Unknown,11380
Other Race,13994
"White, non-Hispanic",52114
