Category,Gila
Total_doses_administered,51626
Total_people_one_dose,25341
Total_people_complete,22566
total_pouluation,25341
Male-65 years and older,5686
Male-55-64 years,2195
Male-45-54 years,1227
Male-20-44 years,2334
Male-Less than 20 years,642
Female-65 years and older,6105
Female-55-64 years,2558
Female-45-54 years,1374
Female-20-44 years,2460
Female-Less than 20 years,702
"Black or African American, non-Hispanic",87
"Asian or Pacific Islander, non-Hispanic",198
Hispanic or Latino,1372
"American Indian or Alaska Native, non-Hispanic",2574
Other Race,3976
Unknown,4555
"White, non-Hispanic",12579
