Category,La Paz
Total_doses_administered,16486
Total_people_one_dose,8447
Total_people_complete,7356
total_pouluation,8447
Male-65 years and older,2310
Male-55-64 years,590
Male-45-54 years,314
Male-20-44 years,644
Male-Less than 20 years,291
Female-65 years and older,2349
Female-55-64 years,704
Female-45-54 years,360
Female-20-44 years,568
Female-Less than 20 years,300
"Black or African American, non-Hispanic",37
"Asian or Pacific Islander, non-Hispanic",87
"American Indian or Alaska Native, non-Hispanic",450
Other Race,1120
Hispanic or Latino,1247
Unknown,1744
"White, non-Hispanic",3762
