Category,Graham
Total_doses_administered,40350
Total_people_one_dose,20274
Total_people_complete,18139
total_pouluation,20274
Male-65 years and older,2356
Male-55-64 years,1556
Male-45-54 years,1410
Male-20-44 years,3477
Male-Less than 20 years,992
Female-65 years and older,2848
Female-55-64 years,1699
Female-45-54 years,1373
Female-20-44 years,3473
Female-Less than 20 years,1078
"Asian or Pacific Islander, non-Hispanic",80
"Black or African American, non-Hispanic",87
Other Race,1269
Hispanic or Latino,3576
Unknown,3974
"American Indian or Alaska Native, non-Hispanic",5027
"White, non-Hispanic",6261
