Category,Maricopa
Total_doses_administered,5147017
Total_people_one_dose,2551727
Total_people_complete,2263893
total_pouluation,2551727
Male-65 years and older,279508
Male-55-64 years,184201
Male-45-54 years,178470
Male-20-44 years,424827
Male-Less than 20 years,129993
Female-65 years and older,349752
Female-55-64 years,207703
Female-45-54 years,193954
Female-20-44 years,455354
Female-Less than 20 years,133532
"American Indian or Alaska Native, non-Hispanic",49198
"Black or African American, non-Hispanic",97708
"Asian or Pacific Islander, non-Hispanic",127598
Unknown,169174
Other Race,417861
Hispanic or Latino,419833
"White, non-Hispanic",1270355
