Category,Navajo
Total_doses_administered,90115
Total_people_one_dose,46290
Total_people_complete,38922
total_pouluation,46290
Male-65 years and older,7095
Male-55-64 years,3443
Male-45-54 years,2560
Male-20-44 years,5491
Male-Less than 20 years,3865
Female-65 years and older,7975
Female-55-64 years,3962
Female-45-54 years,2572
Female-20-44 years,5338
Female-Less than 20 years,3954
"Black or African American, non-Hispanic",193
"Asian or Pacific Islander, non-Hispanic",338
Unknown,2105
Hispanic or Latino,2349
Other Race,6112
"White, non-Hispanic",15576
"American Indian or Alaska Native, non-Hispanic",19617
