Category,Pinal
Total_doses_administered,201581
Total_people_one_dose,123007
Total_people_complete,89231
Total_doses_ordered,182250
total_pouluation,455210
Male-65 years and older,26247
Male-55-64 years,10329
Male-45-54 years,8022
Male-20-44 years,15143
Male-Less than 20 years,786
Female-65 years and older,30067
Female-55-64 years,11328
Female-45-54 years,7493
Female-20-44 years,12115
Female-Less than 20 years,927
"Asian or Pacific Islander, non-Hispanic",0.0130399082979017
"Black or African American, non-Hispanic",0.018600567447381
"American Indian or Alaska Native, non-Hispanic",0.0460299007373564
Other Race,0.0873364930451113
Hispanic or Latino,0.131081970944743
Unknown,0.299446372970644
"White, non-Hispanic",0.4044647865568627
