Category,La Paz
Total_doses_administered,14374
Total_people_one_dose,8339
Total_people_complete,6393
Total_doses_ordered,16800
total_pouluation,22085
Male-65 years and older,2897
Male-55-64 years,577
Male-45-54 years,239
Male-20-44 years,342
Male-Less than 20 years,36
Female-65 years and older,2813
Female-55-64 years,754
Female-45-54 years,278
Female-20-44 years,343
Female-Less than 20 years,46
"Black or African American, non-Hispanic",0.0021585321981053
"Asian or Pacific Islander, non-Hispanic",0.00407722748531
"American Indian or Alaska Native, non-Hispanic",0.0088739657033217
Other Race,0.010193068713275
Hispanic or Latino,0.0839429188152057
Unknown,0.4055642163328937
"White, non-Hispanic",0.4851900707518888
