Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7158391,32446,150304,120348,21436,8571,52179,17691,3021312,155185,76266,312889,940976,69414,189547,212367
Total_people_complete,3459329,11874,74133,59337,10539,4263,25682,8673,1484657,73574,36567,157763,468752,34882,90988,102034
Total_doses_ordered,5275110,16600,97508,89070,19700,10040,36740,19050,1598808,128270,41410,197908,617012,49212,168620,144368
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3940117,18272,82666,67780,12026,4901,29158,9747,1729208,89338,42957,179561,529808,38884,108779,120897
Male-65 years and older,517883,1933,7740,10723,1656,554,5887,3135,180772,21573,6864,29918,72902,3599,23955,15930
Male-55-64 years,298038,1282,6026,5173,998,602,2641,694,126787,8440,3561,13769,36728,2622,8500,8871
Male-45-54 years,258879,996,5435,3770,876,497,1624,325,125494,4316,2505,12775,31655,3028,4936,7815
Male-20-44 years,610315,2421,16374,9692,2043,1043,3164,535,289850,7180,5281,29444,77415,7615,9590,22550
Male-Less than 20 years,157986,2472,3124,2634,377,57,729,148,78530,1224,3029,5550,20491,2490,1974,5047
Female-65 years and older,638762,2038,8834,12686,2087,529,6239,3041,234342,24041,7551,34303,96050,4359,29918,18032
Female-55-64 years,343175,1399,6756,6244,1141,417,2930,855,146219,9818,3810,14668,45377,2666,10876,9330
Female-45-54 years,284057,990,5572,4339,784,379,1717,356,139415,4576,2532,11479,37363,2889,5759,8066
Female-20-44 years,644919,2176,18875,9733,1630,768,3290,471,314830,6653,4632,21479,89167,7027,9745,19504
Female-Less than 20 years,166659,2555,3849,2694,423,52,876,165,81175,1360,3158,5583,21721,2520,2215,5388
"Black or African American, non-Hispanic",107031,279,593,1260,72,46,97,30,66511,613,221,5082,10271,34,565,674
"American Indian or Alaska Native, non-Hispanic",116289,10602,17263,320,1008,86,5824,209,36508,910,15394,8617,11053,17,1080,1586
"Asian or Pacific Islander, non-Hispanic",148594,164,1233,1299,63,49,259,73,80983,1290,413,3228,13408,98,1420,725
Unknown,426609,1011,16965,9090,3877,417,5441,2651,171017,15170,2176,36519,84100,2344,27382,33480
Other Race,664526,1226,9570,10309,919,136,4832,1111,265053,15912,8235,19182,67093,2030,16650,10676
Hispanic or Latino,659415,1794,5790,16453,1975,2142,1323,1029,313494,6276,2224,28299,124802,29563,6771,52031
"White, non-Hispanic",1817653,3196,31252,29049,4112,2025,11382,4644,795642,49167,14294,78634,219081,4798,54911,21725
