Category,Coconino
Total_doses_administered,150304
Total_people_one_dose,82666
Total_people_complete,74133
Total_doses_ordered,97508
total_pouluation,147275
Male-65 years and older,7740
Male-55-64 years,6026
Male-45-54 years,5435
Male-20-44 years,16374
Male-Less than 20 years,3124
Female-65 years and older,8834
Female-55-64 years,6756
Female-45-54 years,5572
Female-20-44 years,18875
Female-Less than 20 years,3849
"Black or African American, non-Hispanic",593
"Asian or Pacific Islander, non-Hispanic",1233
Hispanic or Latino,5790
Other Race,9570
Unknown,16965
"American Indian or Alaska Native, non-Hispanic",17263
"White, non-Hispanic",31252
