Category,Santa Cruz
Total_doses_administered,69414
Total_people_one_dose,38884
Total_people_complete,34882
Total_doses_ordered,49212
total_pouluation,53161
Male-65 years and older,3599
Male-55-64 years,2622
Male-45-54 years,3028
Male-20-44 years,7615
Male-Less than 20 years,2490
Female-65 years and older,4359
Female-55-64 years,2666
Female-45-54 years,2889
Female-20-44 years,7027
Female-Less than 20 years,2520
"American Indian or Alaska Native, non-Hispanic",17
"Black or African American, non-Hispanic",34
"Asian or Pacific Islander, non-Hispanic",98
Other Race,2030
Unknown,2344
"White, non-Hispanic",4798
Hispanic or Latino,29563
