Category,Graham
Total_doses_administered,14382
Total_people_one_dose,8677
Total_people_complete,6045
Total_doses_ordered,16530
total_pouluation,38476
Male-65 years and older,1486
Male-55-64 years,775
Male-45-54 years,637
Male-20-44 years,1297
Male-Less than 20 years,74
Female-65 years and older,1844
Female-55-64 years,900
Female-45-54 years,561
Female-20-44 years,994
Female-Less than 20 years,100
"Asian or Pacific Islander, non-Hispanic",0.002535438515616
"Black or African American, non-Hispanic",0.0027659329261265
Other Race,0.0301947677768814
"American Indian or Alaska Native, non-Hispanic",0.0485190734124698
Hispanic or Latino,0.1588106488417656
"White, non-Hispanic",0.2269217471476317
Unknown,0.5302523913795092
