Category,Navajo
Total_doses_administered,41358
Total_people_one_dose,25118
Total_people_complete,18393
Total_doses_ordered,36600
total_pouluation,112825
Male-65 years and older,5185
Male-55-64 years,2295
Male-45-54 years,1488
Male-20-44 years,2701
Male-Less than 20 years,655
Female-65 years and older,5562
Female-55-64 years,2628
Female-45-54 years,1564
Female-20-44 years,2312
Female-Less than 20 years,704
"Black or African American, non-Hispanic",0.0050561350425989
"Asian or Pacific Islander, non-Hispanic",0.0084401624333148
Hispanic or Latino,0.0520742097300741
Unknown,0.0985747272872044
"American Indian or Alaska Native, non-Hispanic",0.2000955490086791
Other Race,0.2145871486583327
"White, non-Hispanic",0.4211720678397962
