Category,Mohave
Total_doses_administered,172685
Total_people_one_dose,87582
Total_people_complete,74912
total_pouluation,87582
Male-65 years and older,20269
Male-55-64 years,8025
Male-45-54 years,4165
Male-20-44 years,7271
Male-Less than 20 years,1670
Female-65 years and older,22581
Female-55-64 years,9382
Female-45-54 years,4728
Female-20-44 years,7437
Female-Less than 20 years,1879
"Black or African American, non-Hispanic",589
"American Indian or Alaska Native, non-Hispanic",700
"Asian or Pacific Islander, non-Hispanic",1308
Hispanic or Latino,6849
Unknown,11411
Other Race,14108
"White, non-Hispanic",52617
