Category,Apache
Total_doses_administered,55390
Total_people_one_dose,27690
Total_people_complete,22092
total_pouluation,27690
Male-65 years and older,2707
Male-55-64 years,1959
Male-45-54 years,1568
Male-20-44 years,3673
Male-Less than 20 years,3624
Female-65 years and older,3256
Female-55-64 years,2091
Female-45-54 years,1538
Female-20-44 years,3580
Female-Less than 20 years,3686
"Black or African American, non-Hispanic",58
"Asian or Pacific Islander, non-Hispanic",127
Hispanic or Latino,549
Unknown,1078
Other Race,1091
"White, non-Hispanic",3588
"American Indian or Alaska Native, non-Hispanic",21199
