Category,Gila
Total_doses_administered,52742
Total_people_one_dose,25515
Total_people_complete,22672
total_pouluation,25515
Male-65 years and older,5716
Male-55-64 years,2204
Male-45-54 years,1238
Male-20-44 years,2349
Male-Less than 20 years,653
Female-65 years and older,6123
Female-55-64 years,2572
Female-45-54 years,1387
Female-20-44 years,2498
Female-Less than 20 years,717
"Black or African American, non-Hispanic",87
"Asian or Pacific Islander, non-Hispanic",201
Hispanic or Latino,1390
"American Indian or Alaska Native, non-Hispanic",2592
Other Race,4022
Unknown,4563
"White, non-Hispanic",12660
