Category,Yavapai
Total_doses_administered,229954
Total_people_one_dose,114382
Total_people_complete,96996
total_pouluation,114382
Male-65 years and older,25309
Male-55-64 years,8971
Male-45-54 years,4920
Male-20-44 years,9931
Male-Less than 20 years,2703
Female-65 years and older,31032
Female-55-64 years,11395
Female-45-54 years,5876
Female-20-44 years,10132
Female-Less than 20 years,2965
"Black or African American, non-Hispanic",527
"Asian or Pacific Islander, non-Hispanic",1370
"American Indian or Alaska Native, non-Hispanic",1384
Hispanic or Latino,7767
Other Race,16823
Unknown,19370
"White, non-Hispanic",67141
