Category,Maricopa
Total_doses_administered,5918624
Total_people_one_dose,2735417
Total_people_complete,2345431
total_pouluation,2735417
Male-65 years and older,292636
Male-55-64 years,193043
Male-45-54 years,187552
Male-20-44 years,452242
Male-Less than 20 years,161876
Female-65 years and older,365648
Female-55-64 years,216915
Female-45-54 years,202966
Female-20-44 years,483834
Female-Less than 20 years,164353
"American Indian or Alaska Native, non-Hispanic",53745
"Black or African American, non-Hispanic",107379
"Asian or Pacific Islander, non-Hispanic",139419
Unknown,184096
Other Race,436915
Hispanic or Latino,469889
"White, non-Hispanic",1343974
