Category,Arizona
Total_doses_administered,10257623
Total_people_complete,4013960
total_pouluation,7189020
Total_people_one_dose,4826531
Male-65 years and older,584233
Male-55-64 years,339190
Male-45-54 years,306270
Male-20-44 years,766254
Male-Less than 20 years,289277
Female-65 years and older,709807
Female-55-64 years,385445
Female-45-54 years,329615
Female-20-44 years,801297
Female-Less than 20 years,295257
"Black or African American, non-Hispanic",147513
"Asian or Pacific Islander, non-Hispanic",185248
"American Indian or Alaska Native, non-Hispanic",209929
Unknown,435167
Other Race,684105
Hispanic or Latino,917141
"White, non-Hispanic",2247428
