Category,Cochise
Total_doses_administered,175770
Total_people_one_dose,85089
Total_people_complete,68713
total_pouluation,85089
Male-65 years and older,11558
Male-55-64 years,5729
Male-45-54 years,4544
Male-20-44 years,12123
Male-Less than 20 years,6188
Female-65 years and older,13541
Female-55-64 years,6798
Female-45-54 years,5103
Female-20-44 years,12874
Female-Less than 20 years,6528
"American Indian or Alaska Native, non-Hispanic",376
"Asian or Pacific Islander, non-Hispanic",1535
"Black or African American, non-Hispanic",1649
Unknown,10248
Other Race,12231
Hispanic or Latino,25029
"White, non-Hispanic",34021
