Category,value
Hospitalizations,96453
Day,
Day_pct,
Apache,1256
Cochise,1191
Coconino,1981
Gila,1053
Graham,492
Greenlee,88
La Paz,372
Maricopa,60418
Mohave,3327
Navajo,2460
Pima,10676
Pinal,6343
Santa Cruz,679
Yavapai,3290
Yuma,2827
0_5,
Less than 20 years,3835
20-44 years,20725
45-54 years,13564
55-64 years,17749
65 years and older,40522
Male,50481
Female,45914
Missing,
"White, non-Hispanic",47992
Hispanic or Latino,29153
"American Indian or Alaska Native, non-Hispanic",6531
"Black or African American, non-Hispanic",4901
"Asian or Pacific Islander, non-Hispanic",1558
Other Race,4156
