Category,Apache
Total_doses_administered,15989
Total_people_one_dose,9159
Total_people_complete,7603
Total_doses_ordered,16600
total_pouluation,71808
Male-65 years and older,1593
Male-55-64 years,805
Male-45-54 years,463
Male-20-44 years,811
Male-Less than 20 years,776
Female-65 years and older,1644
Female-55-64 years,921
Female-45-54 years,530
Female-20-44 years,801
Female-Less than 20 years,810
"Asian or Pacific Islander, non-Hispanic",0.0119008625395786
"Black or African American, non-Hispanic",0.015176329293591
Other Race,0.047275903482913
Hispanic or Latino,0.1000109182225134
Unknown,0.1911780762091931
"White, non-Hispanic",0.247188557702806
"American Indian or Alaska Native, non-Hispanic",0.387269352549405
