Category,Pinal
Total_doses_administered,294114
Total_people_one_dose,166832
Total_people_complete,149892
Total_doses_ordered,197055
total_pouluation,455210
Male-65 years and older,29292
Male-55-64 years,13121
Male-45-54 years,11776
Male-20-44 years,25819
Male-Less than 20 years,4327
Female-65 years and older,33623
Female-55-64 years,14102
Female-45-54 years,10610
Female-20-44 years,19066
Female-Less than 20 years,4505
"Asian or Pacific Islander, non-Hispanic",3075
"Black or African American, non-Hispanic",4513
"American Indian or Alaska Native, non-Hispanic",7941
Other Race,17871
Hispanic or Latino,25428
Unknown,34024
"White, non-Hispanic",73980
