Category,Coconino
Total_doses_administered,144836
Total_people_one_dose,79065
Total_people_complete,72021
Total_doses_ordered,96258
total_pouluation,147275
Male-65 years and older,7516
Male-55-64 years,5852
Male-45-54 years,5192
Male-20-44 years,15599
Male-Less than 20 years,2654
Female-65 years and older,8599
Female-55-64 years,6595
Female-45-54 years,5415
Female-20-44 years,18144
Female-Less than 20 years,3423
"Black or African American, non-Hispanic",558
"Asian or Pacific Islander, non-Hispanic",1173
Hispanic or Latino,5292
Other Race,9199
"American Indian or Alaska Native, non-Hispanic",16312
Unknown,16579
"White, non-Hispanic",29952
