Category,Mohave
Total_doses_administered,147551
Total_people_one_dose,84309
Total_people_complete,70778
Total_doses_ordered,125800
total_pouluation,216985
Male-65 years and older,20898
Male-55-64 years,7972
Male-45-54 years,3971
Male-20-44 years,6466
Male-Less than 20 years,937
Female-65 years and older,23284
Female-55-64 years,9377
Female-45-54 years,4202
Female-20-44 years,5970
Female-Less than 20 years,1083
"Black or African American, non-Hispanic",568
"American Indian or Alaska Native, non-Hispanic",835
"Asian or Pacific Islander, non-Hispanic",1217
Hispanic or Latino,5565
Unknown,14423
Other Race,15349
"White, non-Hispanic",46352
