Category,La Paz
Total_doses_administered,16219
Total_people_one_dose,8964
Total_people_complete,7802
Total_doses_ordered,19000
total_pouluation,22085
Male-65 years and older,3011
Male-55-64 years,640
Male-45-54 years,279
Male-20-44 years,427
Male-Less than 20 years,68
Female-65 years and older,2920
Female-55-64 years,809
Female-45-54 years,316
Female-20-44 years,402
Female-Less than 20 years,78
"Black or African American, non-Hispanic",0.0021195894689871
"Asian or Pacific Islander, non-Hispanic",0.0053547523427042
Other Race,0.0129406514948684
"American Indian or Alaska Native, non-Hispanic",0.0134984381972334
Hispanic or Latino,0.0959393128067827
Unknown,0.3850959393128068
"White, non-Hispanic",0.4850513163766176
