Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,6937778,31149,147379,117252,20660,8406,50895,17397,2899486,150795,63072,302030,915044,67591,185417,203808
Total_people_complete,3369986,11447,72757,58024,10245,4214,25124,8549,1430828,71692,30775,152447,457207,34163,89220,98120
Total_doses_ordered,5244710,16600,96258,89070,18830,9770,36570,18600,1557479,126080,40790,196653,615768,49212,166400,140858
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,3819025,17406,80822,65987,11471,4773,28377,9563,1655698,86642,35743,172379,515057,37703,106153,115148
Male-65 years and older,510988,1894,7609,10585,1630,548,5813,3114,177224,21221,6243,29571,72115,3571,23661,15752
Male-55-64 years,291762,1251,5925,5110,972,594,2596,685,123114,8197,2870,13429,36031,2602,8330,8639
Male-45-54 years,250437,950,5309,3671,843,486,1572,312,120206,4118,1980,12213,30716,2977,4745,7507
Male-20-44 years,583745,2239,15978,9383,1955,1008,3032,506,273455,6783,4025,27170,74281,7366,9145,21291
Male-Less than 20 years,145320,2292,2904,2400,287,48,653,130,70746,1064,2603,4896,18711,2242,1824,4198
Female-65 years and older,630474,2005,8705,12524,2048,525,6170,3015,230174,23633,6721,33922,95060,4318,29536,17825
Female-55-64 years,337098,1376,6650,6135,1110,410,2883,841,142558,9593,3159,14383,44708,2642,10699,9126
Female-45-54 years,275978,941,5494,4245,754,366,1682,348,134203,4375,2028,11005,36532,2835,5534,7763
Female-20-44 years,619193,2066,18504,9353,1511,740,3152,455,298455,6278,3370,20184,85932,6778,9330,18177
Female-Less than 20 years,154675,2382,3667,2490,350,45,764,137,73809,1226,2711,5014,20039,2304,2039,4533
"Black or African American, non-Hispanic",102732,261,574,1222,68,45,93,27,63081,590,205,4823,9862,32,525,639
"American Indian or Alaska Native, non-Hispanic",107276,10089,16793,314,956,84,5584,183,35344,865,9756,8326,10604,16,1052,1497
"Asian or Pacific Islander, non-Hispanic",145885,160,1198,1277,61,48,256,70,78902,1245,370,3149,13083,95,1382,699
Unknown,413228,979,16774,8774,3700,384,5308,2620,162634,14737,1926,34836,83346,2312,26937,32946
Hispanic or Latino,624265,1664,5536,15791,1881,2105,1250,981,292616,5900,2065,26732,119204,28536,6402,48160
Other Race,648472,1176,9369,10084,893,130,4733,1088,254626,15588,7714,18365,64935,1992,16270,10261
"White, non-Hispanic",1777167,3077,30578,28525,3912,1977,11153,4594,768495,47717,13707,76148,214023,4720,53585,20946
