Category,Pima
Total_doses_administered,915044
Total_people_one_dose,515057
Total_people_complete,457207
Total_doses_ordered,615768
total_pouluation,1044675
Male-65 years and older,72115
Male-55-64 years,36031
Male-45-54 years,30716
Male-20-44 years,74281
Male-Less than 20 years,18711
Female-65 years and older,95060
Female-55-64 years,44708
Female-45-54 years,36532
Female-20-44 years,85932
Female-Less than 20 years,20039
"Black or African American, non-Hispanic",9862
"American Indian or Alaska Native, non-Hispanic",10604
"Asian or Pacific Islander, non-Hispanic",13083
Other Race,64935
Unknown,83346
Hispanic or Latino,119204
"White, non-Hispanic",214023
