Category,Gila
Total_doses_administered,50895
Total_people_one_dose,28377
Total_people_complete,25124
Total_doses_ordered,36570
total_pouluation,55159
Male-65 years and older,5813
Male-55-64 years,2596
Male-45-54 years,1572
Male-20-44 years,3032
Male-Less than 20 years,653
Female-65 years and older,6170
Female-55-64 years,2883
Female-45-54 years,1682
Female-20-44 years,3152
Female-Less than 20 years,764
"Black or African American, non-Hispanic",93
"Asian or Pacific Islander, non-Hispanic",256
Hispanic or Latino,1250
Other Race,4733
Unknown,5308
"American Indian or Alaska Native, non-Hispanic",5584
"White, non-Hispanic",11153
