Category,Maricopa
Total_doses_administered,2899486
Total_people_one_dose,1655698
Total_people_complete,1430828
Total_doses_ordered,1557479
total_pouluation,4367835
Male-65 years and older,177224
Male-55-64 years,123114
Male-45-54 years,120206
Male-20-44 years,273455
Male-Less than 20 years,70746
Female-65 years and older,230174
Female-55-64 years,142558
Female-45-54 years,134203
Female-20-44 years,298455
Female-Less than 20 years,73809
"American Indian or Alaska Native, non-Hispanic",35344
"Black or African American, non-Hispanic",63081
"Asian or Pacific Islander, non-Hispanic",78902
Unknown,162634
Other Race,254626
Hispanic or Latino,292616
"White, non-Hispanic",768495
