Category,Pinal
Total_doses_administered,302030
Total_people_one_dose,172379
Total_people_complete,152447
Total_doses_ordered,196653
total_pouluation,455210
Male-65 years and older,29571
Male-55-64 years,13429
Male-45-54 years,12213
Male-20-44 years,27170
Male-Less than 20 years,4896
Female-65 years and older,33922
Female-55-64 years,14383
Female-45-54 years,11005
Female-20-44 years,20184
Female-Less than 20 years,5014
"Asian or Pacific Islander, non-Hispanic",3149
"Black or African American, non-Hispanic",4823
"American Indian or Alaska Native, non-Hispanic",8326
Other Race,18365
Hispanic or Latino,26732
Unknown,34836
"White, non-Hispanic",76148
