Category,Mohave
Total_doses_administered,184429
Total_people_one_dose,90138
Total_people_complete,76392
total_pouluation,90138
Male-65 years and older,20953
Male-55-64 years,8237
Male-45-54 years,4288
Male-20-44 years,7508
Male-Less than 20 years,1793
Female-65 years and older,23093
Female-55-64 years,9584
Female-45-54 years,4839
Female-20-44 years,7678
Female-Less than 20 years,1987
"Black or African American, non-Hispanic",616
"American Indian or Alaska Native, non-Hispanic",735
"Asian or Pacific Islander, non-Hispanic",1366
Hispanic or Latino,7172
Unknown,11508
Other Race,14394
"White, non-Hispanic",54347
