Category,Arizona
Total_doses_administered,9611540
Total_people_complete,3934056
total_pouluation,7189020
Total_people_one_dose,4637836
Male-65 years and older,566446
Male-55-64 years,329370
Male-45-54 years,297213
Male-20-44 years,737866
Male-Less than 20 years,262231
Female-65 years and older,689149
Female-55-64 years,374805
Female-45-54 years,320170
Female-20-44 years,771651
Female-Less than 20 years,269016
"Black or African American, non-Hispanic",139958
"Asian or Pacific Islander, non-Hispanic",177011
"American Indian or Alaska Native, non-Hispanic",198820
Unknown,420989
Other Race,665983
Hispanic or Latino,861299
"White, non-Hispanic",2173776
