Category,Graham
Total_doses_administered,43549
Total_people_one_dose,21055
Total_people_complete,18519
total_pouluation,21055
Male-65 years and older,2403
Male-55-64 years,1585
Male-45-54 years,1443
Male-20-44 years,3576
Male-Less than 20 years,1139
Female-65 years and older,2908
Female-55-64 years,1724
Female-45-54 years,1421
Female-20-44 years,3613
Female-Less than 20 years,1231
"Asian or Pacific Islander, non-Hispanic",84
"Black or African American, non-Hispanic",93
Other Race,1301
Hispanic or Latino,3795
Unknown,4104
"American Indian or Alaska Native, non-Hispanic",5202
"White, non-Hispanic",6476
