Category,Yuma
Total_doses_administered,227736
Total_people_one_dose,128002
Total_people_complete,108922
Total_doses_ordered,150998
total_pouluation,229957
Male-65 years and older,16219
Male-55-64 years,9136
Male-45-54 years,8145
Male-20-44 years,24190
Male-Less than 20 years,6145
Female-65 years and older,18321
Female-55-64 years,9585
Female-45-54 years,8376
Female-20-44 years,20949
Female-Less than 20 years,6521
"Black or African American, non-Hispanic",758
"Asian or Pacific Islander, non-Hispanic",776
"American Indian or Alaska Native, non-Hispanic",1671
Other Race,11441
"White, non-Hispanic",23009
Unknown,34076
Hispanic or Latino,56271
