Category,Coconino
Total_doses_administered,156103
Total_people_one_dose,85571
Total_people_complete,76849
Total_doses_ordered,109424
total_pouluation,147275
Male-65 years and older,7994
Male-55-64 years,6156
Male-45-54 years,5595
Male-20-44 years,17092
Male-Less than 20 years,3399
Female-65 years and older,9070
Female-55-64 years,6866
Female-45-54 years,5703
Female-20-44 years,19520
Female-Less than 20 years,4087
"Black or African American, non-Hispanic",641
"Asian or Pacific Islander, non-Hispanic",1302
Hispanic or Latino,6279
Other Race,9840
Unknown,17118
"American Indian or Alaska Native, non-Hispanic",17931
"White, non-Hispanic",32460
