Category,La Paz
Total_doses_administered,18237
Total_people_one_dose,10051
Total_people_complete,8949
Total_doses_ordered,19400
total_pouluation,22085
Male-65 years and older,3186
Male-55-64 years,702
Male-45-54 years,347
Male-20-44 years,604
Male-Less than 20 years,174
Female-65 years and older,3086
Female-55-64 years,863
Female-45-54 years,368
Female-20-44 years,515
Female-Less than 20 years,184
"Black or African American, non-Hispanic",35
"Asian or Pacific Islander, non-Hispanic",78
"American Indian or Alaska Native, non-Hispanic",239
Hispanic or Latino,1115
Other Race,1157
Unknown,2680
"White, non-Hispanic",4747
