Category,Graham
Total_doses_administered,23534
Total_people_one_dose,13147
Total_people_complete,11628
Total_doses_ordered,21580
total_pouluation,38476
Male-65 years and older,1711
Male-55-64 years,1047
Male-45-54 years,938
Male-20-44 years,2262
Male-Less than 20 years,497
Female-65 years and older,2159
Female-55-64 years,1193
Female-45-54 years,865
Female-20-44 years,1887
Female-Less than 20 years,577
"Asian or Pacific Islander, non-Hispanic",68
"Black or African American, non-Hispanic",79
Other Race,1001
"American Indian or Alaska Native, non-Hispanic",1120
Hispanic or Latino,2178
Unknown,4138
"White, non-Hispanic",4563
