Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,7581341,34695,156103,125971,23534,9252,55686,18237,3265047,164479,80413,333847,993768,73219,197515,227736
Total_people_complete,3649311,12971,76849,62075,11628,4490,26858,8949,1609887,78402,38269,169273,493450,36658,94849,108922
Total_doses_ordered,5387440,18500,109424,94080,21580,10850,38060,19400,1689183,135940,44400,201132,629076,49512,174926,150998
total_pouluation,7189020,71808,147275,130808,38476,10375,55159,22085,4367835,216985,112825,455210,1044675,53161,232386,229957
Total_people_one_dose,4127406,19369,85571,70400,13147,5307,30291,10051,1850952,93678,45111,190279,555532,40700,112754,128002
Male-65 years and older,530364,2000,7994,10928,1711,573,6002,3186,187933,22155,7127,30493,74475,3664,24438,16219
Male-55-64 years,306915,1348,6156,5293,1047,619,2690,702,132677,8770,3704,14320,37893,2682,8762,9136
Male-45-54 years,271472,1074,5595,3906,938,545,1684,347,134071,4601,2653,13536,33226,3135,5183,8145
Male-20-44 years,652280,2628,17092,10267,2262,1146,3378,604,317106,7803,5599,32434,83366,8051,10240,24190
Male-Less than 20 years,174911,2581,3399,2929,497,108,852,174,89383,1501,3211,6484,22977,2759,2233,6145
Female-65 years and older,653354,2117,9070,12938,2159,540,6361,3086,242847,24700,7828,34972,97921,4436,30482,18321
Female-55-64 years,352607,1471,6866,6372,1193,428,3003,863,152595,10192,3958,15201,46628,2714,11190,9585
Female-45-54 years,296195,1075,5703,4473,865,395,1772,368,147834,4909,2645,12121,38813,2975,6041,8376
Female-20-44 years,686691,2421,19520,10235,1887,850,3517,515,342953,7266,5009,23699,94982,7436,10390,20949
Female-Less than 20 years,182979,2644,4087,2967,577,100,970,184,91669,1617,3341,6424,24284,2778,2481,6521
"Black or African American, non-Hispanic",114771,297,641,1343,79,47,100,35,72583,670,231,5544,11105,36,627,758
"American Indian or Alaska Native, non-Hispanic",123681,11176,17931,336,1120,101,6211,239,39859,978,16012,9191,11856,18,1162,1671
"Asian or Pacific Islander, non-Hispanic",153116,173,1302,1336,68,51,261,78,84467,1355,426,3410,13968,100,1474,776
Unknown,443328,1058,17118,9452,4138,498,5536,2680,182343,15989,2334,38188,84913,2381,27735,34076
Other Race,690861,1322,9840,10667,1001,145,5010,1157,282781,16304,8521,20489,70725,2074,17333,11441
Hispanic or Latino,711924,1960,6279,17185,2178,2310,1400,1115,345295,6835,2355,30611,134204,31168,7293,56271
"White, non-Hispanic",1889725,3383,32460,30081,4563,2155,11773,4747,843624,51547,15232,82846,228761,4923,57130,23009
