Category,Arizona
Total_doses_administered,8224614
Total_people_complete,369957
total_pouluation,7189020
Total_people_one_dose,4249417
Male-65 years and older,532240
Male-55-64 years,311349
Male-45-54 years,280598
Male-20-44 years,688323
Male-Less than 20 years,188881
Female-65 years and older,652828
Female-55-64 years,355316
Female-45-54 years,303561
Female-20-44 years,719482
Female-Less than 20 years,197301
"Black or African American, non-Hispanic",120422
"Asian or Pacific Islander, non-Hispanic",153857
"American Indian or Alaska Native, non-Hispanic",160433
Unknown,473324
Other Race,682080
Hispanic or Latino,752593
"White, non-Hispanic",1906708
