Category,Cochise
Total_doses_administered,132298
Total_people_one_dose,71308
Total_people_complete,63637
total_pouluation,71308
Male-65 years and older,10473
Male-55-64 years,5083
Male-45-54 years,3917
Male-20-44 years,10634
Male-Less than 20 years,3362
Female-65 years and older,12478
Female-55-64 years,6165
Female-45-54 years,4439
Female-20-44 years,11151
Female-Less than 20 years,3512
"American Indian or Alaska Native, non-Hispanic",307
"Asian or Pacific Islander, non-Hispanic",1329
"Black or African American, non-Hispanic",1359
Unknown,9630
Other Race,11480
Hispanic or Latino,17754
"White, non-Hispanic",29449
