Category,Apache
Total_doses_administered,38300
Total_people_one_dose,21170
Total_people_complete,16632
total_pouluation,21170
Male-65 years and older,2241
Male-55-64 years,1529
Male-45-54 years,1169
Male-20-44 years,2748
Male-Less than 20 years,2704
Female-65 years and older,2621
Female-55-64 years,1623
Female-45-54 years,1174
Female-20-44 years,2576
Female-Less than 20 years,2777
"Black or African American, non-Hispanic",47
"Asian or Pacific Islander, non-Hispanic",110
Hispanic or Latino,484
Other Race,1232
Unknown,1508
"White, non-Hispanic",3229
"American Indian or Alaska Native, non-Hispanic",14560
