Category,Arizona,Apache,Coconino,Cochise,Graham,Greenlee,Gila,La Paz,Maricopa,Mohave,Navajo,Pinal,Pima,Santa Cruz,Yavapai,Yuma
Total_doses_administered,8224614,38300,169693,132298,37858,7850,47061,15303,4860833,156310,82950,443025,1315340,85448,204540,257848
Total_people_complete,369957,16632,79220,63637,17766,3622,22229,7205,2226642,72574,38171,209796,606904,42453,94266,121080
total_pouluation,7189020,21170,86853,71308,19668,4080,24704,8149,2469277,84005,43950,233343,667087,45920,109601,137387
Total_people_one_dose,4249417,21170,86853,71308,19668,4080,24704,8149,2469277,84005,43950,233343,667087,45920,109601,137387
Male-65 years and older,532240,2241,8970,10473,2328,495,5556,2250,274593,19385,6899,35000,87405,4381,24154,14831
Male-55-64 years,311349,1529,6065,5083,1539,372,2157,581,181400,7799,3381,17574,45931,3031,8732,9678
Male-45-54 years,280598,1169,5526,3917,1383,312,1218,303,174953,4017,2473,15943,39327,3146,4767,8664
Male-20-44 years,688323,2748,16205,10634,3393,761,2280,608,414009,6949,5307,35079,104338,8449,9515,25756
Male-Less than 20 years,188881,2704,4176,3362,841,144,564,249,111386,1451,3216,9563,29272,3224,2224,7967
Female-65 years and older,652828,2621,10169,12478,2802,495,5995,2300,344098,21849,7806,40584,113521,5279,30057,17339
Female-55-64 years,355316,1623,6867,6165,1672,315,2506,687,204621,9163,3851,19897,55286,3281,11134,10335
Female-45-54 years,303561,1174,5667,4439,1357,317,1352,356,190518,4558,2471,16298,44828,3338,5669,9518
Female-20-44 years,719482,2576,18462,11151,3401,719,2388,541,443754,7021,5138,33058,114802,8397,9663,24347
Female-Less than 20 years,197301,2777,4489,3512,940,148,630,258,115537,1640,3373,9602,30947,3340,2538,8498
"Black or African American, non-Hispanic",120422,47,662,1359,80,41,78,32,89236,520,182,8009,13527,47,483,687
"Asian or Pacific Islander, non-Hispanic",153857,110,1395,1329,90,41,200,85,117500,1190,354,4555,18865,169,1241,1044
"American Indian or Alaska Native, non-Hispanic",160433,14560,18935,307,4723,102,2377,371,45421,634,17056,8224,13030,48,1227,1049
Unknown,473324,1508,15352,9630,4217,310,5149,1893,194242,13327,2655,31759,84444,2887,24945,30555
Other Race,682080,1232,10506,11480,1535,109,4429,1171,447011,14995,7852,30668,93957,3120,17106,15119
Hispanic or Latino,752593,484,6264,17754,3443,1822,1334,1177,398667,6454,2240,36804,153028,32938,7255,60878
"White, non-Hispanic",1906708,3229,33739,29449,5580,1655,11137,3420,1177200,46885,13611,113324,290236,6711,57344,28055
