Category,Mohave
Total_doses_administered,156310
Total_people_one_dose,84005
Total_people_complete,72574
total_pouluation,84005
Male-65 years and older,19385
Male-55-64 years,7799
Male-45-54 years,4017
Male-20-44 years,6949
Male-Less than 20 years,1451
Female-65 years and older,21849
Female-55-64 years,9163
Female-45-54 years,4558
Female-20-44 years,7021
Female-Less than 20 years,1640
"Black or African American, non-Hispanic",520
"American Indian or Alaska Native, non-Hispanic",634
"Asian or Pacific Islander, non-Hispanic",1190
Hispanic or Latino,6454
Unknown,13327
Other Race,14995
"White, non-Hispanic",46885
