Category,Graham
Total_doses_administered,37858
Total_people_one_dose,19668
Total_people_complete,17766
total_pouluation,19668
Male-65 years and older,2328
Male-55-64 years,1539
Male-45-54 years,1383
Male-20-44 years,3393
Male-Less than 20 years,841
Female-65 years and older,2802
Female-55-64 years,1672
Female-45-54 years,1357
Female-20-44 years,3401
Female-Less than 20 years,940
"Black or African American, non-Hispanic",80
"Asian or Pacific Islander, non-Hispanic",90
Other Race,1535
Hispanic or Latino,3443
Unknown,4217
"American Indian or Alaska Native, non-Hispanic",4723
"White, non-Hispanic",5580
