Category,Maricopa
Total_doses_administered,4860833
Total_people_one_dose,2469277
Total_people_complete,2226642
total_pouluation,2469277
Male-65 years and older,274593
Male-55-64 years,181400
Male-45-54 years,174953
Male-20-44 years,414009
Male-Less than 20 years,111386
Female-65 years and older,344098
Female-55-64 years,204621
Female-45-54 years,190518
Female-20-44 years,443754
Female-Less than 20 years,115537
"American Indian or Alaska Native, non-Hispanic",45421
"Black or African American, non-Hispanic",89236
"Asian or Pacific Islander, non-Hispanic",117500
Unknown,194242
Hispanic or Latino,398667
Other Race,447011
"White, non-Hispanic",1177200
