Category,Santa Cruz
Total_doses_administered,73705
Total_people_one_dose,40924
Total_people_complete,36922
Total_doses_ordered,49512
total_pouluation,53161
Male-65 years and older,3670
Male-55-64 years,2688
Male-45-54 years,3152
Male-20-44 years,8079
Male-Less than 20 years,2806
Female-65 years and older,4450
Female-55-64 years,2718
Female-45-54 years,2981
Female-20-44 years,7485
Female-Less than 20 years,2825
"American Indian or Alaska Native, non-Hispanic",18
"Black or African American, non-Hispanic",36
"Asian or Pacific Islander, non-Hispanic",100
Other Race,2076
Unknown,2389
"White, non-Hispanic",4939
Hispanic or Latino,31366
