Category,Mohave
Total_doses_administered,165524
Total_people_one_dose,94177
Total_people_complete,78977
Total_doses_ordered,135940
total_pouluation,216985
Male-65 years and older,22244
Male-55-64 years,8807
Male-45-54 years,4627
Male-20-44 years,7875
Male-Less than 20 years,1528
Female-65 years and older,24781
Female-55-64 years,10231
Female-45-54 years,4932
Female-20-44 years,7348
Female-Less than 20 years,1639
"Black or African American, non-Hispanic",673
"American Indian or Alaska Native, non-Hispanic",985
"Asian or Pacific Islander, non-Hispanic",1365
Hispanic or Latino,6892
Unknown,16069
Other Race,16363
"White, non-Hispanic",51830
