Category,Maricopa
Total_doses_administered,3303217
Total_people_one_dose,1870729
Total_people_complete,1630469
Total_doses_ordered,1689183
total_pouluation,4367835
Male-65 years and older,190571
Male-55-64 years,133553
Male-45-54 years,135205
Male-20-44 years,320954
Male-Less than 20 years,90557
Female-65 years and older,245802
Female-55-64 years,153550
Female-45-54 years,148902
Female-20-44 years,346883
Female-Less than 20 years,92852
"American Indian or Alaska Native, non-Hispanic",40617
"Black or African American, non-Hispanic",73530
"Asian or Pacific Islander, non-Hispanic",84984
Unknown,184253
Other Race,285363
Hispanic or Latino,349716
"White, non-Hispanic",852266
